#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Tue Sep 04 16:29:38 EDT 2018,91,91,Assignment3Suite,EndBeanTest+ MinusBeanTest+ MultipleNumberTokenOutputTest+ MultipleQuoteTokenOutputTest+ MultipleSignTokenOutputTest+ MultipleWordTokenOutputTest+ NumberBeanTest+ PlusBeanTest+ QuoteBeanTest+ StartBeanTest+ WordBeanTest+ , ,MultipleGroupingTokenOutputTest- , ,
1,Tue Sep 04 16:31:19 EDT 2018,91,0,Assignment3Suite,EndBeanTest MinusBeanTest MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleSignTokenOutputTest MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , ,MultipleGroupingTokenOutputTest , ,
2,Tue Sep 04 16:31:32 EDT 2018,91,0,MultipleGroupingTokenOutputTest,EndBeanTest MinusBeanTest MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleSignTokenOutputTest MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , ,MultipleGroupingTokenOutputTest , ,
3,Tue Sep 04 16:36:25 EDT 2018,91,0,Assignment3Suite,EndBeanTest MinusBeanTest MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleSignTokenOutputTest MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , ,MultipleGroupingTokenOutputTest , ,
4,Tue Sep 04 16:39:15 EDT 2018,91,0,MultipleGroupingTokenOutputTest,EndBeanTest MinusBeanTest MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleSignTokenOutputTest MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , ,MultipleGroupingTokenOutputTest , ,
5,Tue Sep 04 16:39:51 EDT 2018,91,0,MultipleGroupingTokenOutputTest,EndBeanTest MinusBeanTest MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleSignTokenOutputTest MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , ,MultipleGroupingTokenOutputTest , ,
6,Tue Sep 04 16:42:13 EDT 2018,91,0,MultipleGroupingTokenOutputTest,EndBeanTest MinusBeanTest MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleSignTokenOutputTest MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , ,MultipleGroupingTokenOutputTest , ,
7,Tue Sep 04 16:49:34 EDT 2018,91,0,Assignment3Suite,EndBeanTest MinusBeanTest MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleSignTokenOutputTest MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , ,MultipleGroupingTokenOutputTest , ,
8,Tue Sep 04 17:35:14 EDT 2018,91,0,Assignment3Suite,EndBeanTest MinusBeanTest MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleSignTokenOutputTest MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , ,MultipleGroupingTokenOutputTest , ,
9,Tue Sep 04 17:35:17 EDT 2018,91,0,MultipleGroupingTokenOutputTest,EndBeanTest MinusBeanTest MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleSignTokenOutputTest MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , ,MultipleGroupingTokenOutputTest , ,
10,Tue Sep 04 18:00:46 EDT 2018,91,0,MultipleGroupingTokenOutputTest,EndBeanTest MinusBeanTest MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleSignTokenOutputTest MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , ,MultipleGroupingTokenOutputTest , ,
11,Tue Sep 04 18:11:52 EDT 2018,100,9,MultipleGroupingTokenOutputTest,EndBeanTest MinusBeanTest MultipleGroupingTokenOutputTest+ MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleSignTokenOutputTest MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , , , ,
12,Tue Sep 04 18:12:02 EDT 2018,100,0,Assignment3Suite,EndBeanTest MinusBeanTest MultipleGroupingTokenOutputTest MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleSignTokenOutputTest MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , , , ,
13,Thu Sep 06 15:33:12 EDT 2018,83,-17,Assignment3Suite,EndBeanTest MinusBeanTest MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , ,MultipleGroupingTokenOutputTest- MultipleSignTokenOutputTest- , ,
14,Thu Sep 06 15:33:19 EDT 2018,83,0,MultipleGroupingTokenOutputTest,EndBeanTest MinusBeanTest MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , ,MultipleGroupingTokenOutputTest MultipleSignTokenOutputTest , ,
15,Thu Sep 06 15:49:34 EDT 2018,100,17,Assignment3Suite,EndBeanTest MinusBeanTest MultipleGroupingTokenOutputTest+ MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleSignTokenOutputTest+ MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , , , ,
16,Thu Sep 06 15:54:16 EDT 2018,100,0,Assignment3Suite,EndBeanTest MinusBeanTest MultipleGroupingTokenOutputTest MultipleNumberTokenOutputTest MultipleQuoteTokenOutputTest MultipleSignTokenOutputTest MultipleWordTokenOutputTest NumberBeanTest PlusBeanTest QuoteBeanTest StartBeanTest WordBeanTest , , , ,
