#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sat Aug 25 01:00:48 EDT 2018,0,0,Assignment1Suite, , ,HasNextSideEffectTest- IndexOfNotNonSpaceAtEnd- IndexOfNotNonSpaceFirst- IndexOfNotNonSpaceStartAt- IndexOfNotSpaceAllSpace- IndexOfNotSpaceFirst- IndexOfNotSpaceSecond- IndexOfNotTest- IndexOfTest- IndexOfTestCharacterNotFound- IndexOfTestFirstSpace- IndexOfTestNonSpaceAtEnd- IndexOfTestNonSpaceStartAt- IndexOfTestSecondSpace- IndexOfTestSpaceSameIndex- InvalidCharacterOutputTest- InvalidCharacterProductTest- InvalidCharacterSumTest- MultipleTokenProductTest- MultipleTokenSumTest- MultipleTokensOutputTest- ScanStringTest- ScanningIteratorTest- SingleTokenOutputTest- SingleTokenProductTest- SingleTokenSumTest- TerminatesWithPeriodLineOutputTest- TerminatesWithPeriodLineProductTest- TerminatesWithPeriodLineSumTest- TerminatesWithStartingPeriodOutputTest- TerminatesWithStartingPeriodProductTest- TerminatesWithStartingPeriodSumTest- VariableSpaceOutputTest- VariableSpaceProductTest- VariableSpaceSumTest- , ,
1,Sat Aug 25 01:02:45 EDT 2018,0,0,Assignment1Suite, , ,HasNextSideEffectTest IndexOfNotNonSpaceAtEnd IndexOfNotNonSpaceFirst IndexOfNotNonSpaceStartAt IndexOfNotSpaceAllSpace IndexOfNotSpaceFirst IndexOfNotSpaceSecond IndexOfNotTest IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest ScanningIteratorTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
2,Sat Aug 25 01:04:53 EDT 2018,0,0,Assignment1Suite, , ,HasNextSideEffectTest IndexOfNotNonSpaceAtEnd IndexOfNotNonSpaceFirst IndexOfNotNonSpaceStartAt IndexOfNotSpaceAllSpace IndexOfNotSpaceFirst IndexOfNotSpaceSecond IndexOfNotTest IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest ScanningIteratorTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
3,Sat Aug 25 01:08:40 EDT 2018,0,0,ScanningIteratorSuite, , ,HasNextSideEffectTest IndexOfNotNonSpaceAtEnd IndexOfNotNonSpaceFirst IndexOfNotNonSpaceStartAt IndexOfNotSpaceAllSpace IndexOfNotSpaceFirst IndexOfNotSpaceSecond IndexOfNotTest IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest ScanningIteratorTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
4,Sat Aug 25 01:08:43 EDT 2018,0,0,ScanningIteratorSuite, , ,HasNextSideEffectTest IndexOfNotNonSpaceAtEnd IndexOfNotNonSpaceFirst IndexOfNotNonSpaceStartAt IndexOfNotSpaceAllSpace IndexOfNotSpaceFirst IndexOfNotSpaceSecond IndexOfNotTest IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest ScanningIteratorTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
5,Sat Aug 25 01:08:44 EDT 2018,0,0,ScanningIteratorSuite, , ,HasNextSideEffectTest IndexOfNotNonSpaceAtEnd IndexOfNotNonSpaceFirst IndexOfNotNonSpaceStartAt IndexOfNotSpaceAllSpace IndexOfNotSpaceFirst IndexOfNotSpaceSecond IndexOfNotTest IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest ScanningIteratorTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
6,Sat Aug 25 01:08:46 EDT 2018,0,0,MultipleTokenSuite, , ,HasNextSideEffectTest IndexOfNotNonSpaceAtEnd IndexOfNotNonSpaceFirst IndexOfNotNonSpaceStartAt IndexOfNotSpaceAllSpace IndexOfNotSpaceFirst IndexOfNotSpaceSecond IndexOfNotTest IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest ScanningIteratorTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
7,Sat Aug 25 01:08:48 EDT 2018,0,0,InvalidCharacterSuite, , ,HasNextSideEffectTest IndexOfNotNonSpaceAtEnd IndexOfNotNonSpaceFirst IndexOfNotNonSpaceStartAt IndexOfNotSpaceAllSpace IndexOfNotSpaceFirst IndexOfNotSpaceSecond IndexOfNotTest IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest ScanningIteratorTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
8,Sat Aug 25 01:08:50 EDT 2018,0,0,TerminatesWithStartingPeriodSuite, , ,HasNextSideEffectTest IndexOfNotNonSpaceAtEnd IndexOfNotNonSpaceFirst IndexOfNotNonSpaceStartAt IndexOfNotSpaceAllSpace IndexOfNotSpaceFirst IndexOfNotSpaceSecond IndexOfNotTest IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest ScanningIteratorTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
9,Sat Aug 25 01:08:51 EDT 2018,0,0,TerminatesWithStartingPeriodSuite, , ,HasNextSideEffectTest IndexOfNotNonSpaceAtEnd IndexOfNotNonSpaceFirst IndexOfNotNonSpaceStartAt IndexOfNotSpaceAllSpace IndexOfNotSpaceFirst IndexOfNotSpaceSecond IndexOfNotTest IndexOfTest IndexOfTestCharacterNotFound IndexOfTestFirstSpace IndexOfTestNonSpaceAtEnd IndexOfTestNonSpaceStartAt IndexOfTestSecondSpace IndexOfTestSpaceSameIndex InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest ScanStringTest ScanningIteratorTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest TerminatesWithPeriodLineOutputTest TerminatesWithPeriodLineProductTest TerminatesWithPeriodLineSumTest TerminatesWithStartingPeriodOutputTest TerminatesWithStartingPeriodProductTest TerminatesWithStartingPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
